Course Title,Grade Level,Grade Plan,Score,Academic Year,Value,Department
Class qv,X Grade,Spring Term Grades,A,2021-2022,4,Fox
Class qv,X Grade,Spring Term Grades,A,2021-2022,4,Fox
Class qv,X Grade,Spring Term Grades,A,2021-2022,4,Fox
Class qv,X Grade,Spring Term Grades,A,2021-2022,4,Fox
Class qv,X Grade,Spring Term Grades,A,2021-2022,4,Fox
Class qv,X Grade,Spring Term Grades,A,2021-2022,4,Fox
Class qv,T Grade,Spring Term Grades,A,2017-2018,4,Fox
Class qv,T Grade,Spring Term Grades,A,2017-2018,4,Fox
Class qv,T Grade,Spring Term Grades,A,2017-2018,4,Fox
Class qv,T Grade,Spring Term Grades,A,2017-2018,4,Fox
Class qv,T Grade,Spring Term Grades,A,2017-2018,4,Fox
Class qv,X Grade,Spring Term Grades,A,2017-2018,4,Fox
Class qv,X Grade,Spring Term Grades,A,2017-2018,4,Fox
Class qv,N Grade,Spring Term Grades,A,2017-2018,4,Fox
Class qv,X Grade,Spring Term Grades,A,2017-2018,4,Fox
Class qv,T Grade,Spring Term Grades,A,2017-2018,4,Fox
Class qv,T Grade,Spring Term Grades,A,2017-2018,4,Fox
Class qv,X Grade,Spring Term Grades,A,2017-2018,4,Fox
Class qv,T Grade,Spring Term Grades,A,2017-2018,4,Fox
Class qv,T Grade,Spring Term Grades,A,2017-2018,4,Fox
Class qv,T Grade,Spring Term Grades,A,2017-2018,4,Fox
Class qv,T Grade,Spring Term Grades,A,2017-2018,4,Fox
Class qv,T Grade,Spring Term Grades,A,2017-2018,4,Fox
Class qv,T Grade,Spring Term Grades,A,2017-2018,4,Fox
Class qv,T Grade,Spring Term Grades,A,2017-2018,4,Fox
Class qv,X Grade,Spring Term Grades,A,2017-2018,4,Fox
Class qv,T Grade,Spring Term Grades,A,2017-2018,4,Fox
Class qv,T Grade,Spring Term Grades,A,2017-2018,4,Fox
Class qv,T Grade,Spring Term Grades,A,2017-2018,4,Fox
Class qv,T Grade,Spring Term Grades,A,2017-2018,4,Fox
Class qv,T Grade,Spring Term Grades,A-,2018-2019,3.7,Fox
Class qv,T Grade,Spring Term Grades,A-,2018-2019,3.7,Fox
Class qv,X Grade,Spring Term Grades,A-,2021-2022,3.7,Fox
Class qv,X Grade,Spring Term Grades,B+,2021-2022,3.33,Fox
Class qv,X Grade,Spring Term Grades,B+,2021-2022,3.33,Fox
Class qv,X Grade,Winter Term Grades,A,2017-2018,4,Fox
Class qv,T Grade,Winter Term Grades,A,2017-2018,4,Fox
Class qv,T Grade,Winter Term Grades,A,2017-2018,4,Fox
Class qv,T Grade,Winter Term Grades,A,2017-2018,4,Fox
Class qv,T Grade,Winter Term Grades,A,2017-2018,4,Fox
Class qv,T Grade,Winter Term Grades,A,2017-2018,4,Fox
Class qv,T Grade,Winter Term Grades,A,2017-2018,4,Fox
Class qv,X Grade,Winter Term Grades,A,2017-2018,4,Fox
Class qv,T Grade,Winter Term Grades,A,2017-2018,4,Fox
Class qv,T Grade,Winter Term Grades,A,2017-2018,4,Fox
Class qv,T Grade,Winter Term Grades,A,2017-2018,4,Fox
Class qv,T Grade,Winter Term Grades,A,2017-2018,4,Fox
Class qv,T Grade,Winter Term Grades,A,2017-2018,4,Fox
Class qv,T Grade,Winter Term Grades,A,2017-2018,4,Fox
Class qv,T Grade,Winter Term Grades,A,2017-2018,4,Fox
Class qv,T Grade,Winter Term Grades,A,2017-2018,4,Fox
Class qv,T Grade,Winter Term Grades,A,2017-2018,4,Fox
Class qv,T Grade,Winter Term Grades,A,2017-2018,4,Fox
Class qv,X Grade,Winter Term Grades,A,2017-2018,4,Fox
Class qv,T Grade,Winter Term Grades,A-,2017-2018,3.7,Fox
Class qw,T Grade,Fall Term Grades YL,A,2017-2018,4,Elephant
Class qw,T Grade,Fall Term Grades YL,A,2018-2019,4,Elephant
Class qw,T Grade,Fall Term Grades YL,A-,2018-2019,3.7,Elephant
Class qw,T Grade,Fall Term Grades YL,B,2017-2018,3,Elephant
Class qw,X Grade,Spring Term Grades YL,A,2021-2022,4,Elephant
Class qw,T Grade,Year-Long Grades,A,2017-2018,4,Elephant
Class qw,T Grade,Year-Long Grades,A,2017-2018,4,Elephant
Class qw,T Grade,Year-Long Grades,A,2017-2018,4,Elephant
Class qw,T Grade,Year-Long Grades,A,2017-2018,4,Elephant
Class qw,T Grade,Year-Long Grades,A,2017-2018,4,Elephant
Class qw,T Grade,Year-Long Grades,A,2017-2018,4,Elephant
Class qw,T Grade,Year-Long Grades,A,2017-2018,4,Elephant
Class qw,T Grade,Year-Long Grades,A,2017-2018,4,Elephant
Class qw,T Grade,Year-Long Grades,A,2021-2022,4,Elephant
Class qw,T Grade,Year-Long Grades,A,2021-2022,4,Elephant
Class qw,T Grade,Year-Long Grades,A,2021-2022,4,Elephant
Class qw,T Grade,Year-Long Grades,A,2021-2022,4,Elephant
Class qw,T Grade,Year-Long Grades,A,2021-2022,4,Elephant
Class qw,T Grade,Year-Long Grades,A,2021-2022,4,Elephant
Class qw,T Grade,Year-Long Grades,A,2021-2022,4,Elephant
Class qw,T Grade,Year-Long Grades,A,2021-2022,4,Elephant
Class qw,T Grade,Year-Long Grades,A,2021-2022,4,Elephant
Class qw,T Grade,Year-Long Grades,A,2021-2022,4,Elephant
Class qw,T Grade,Year-Long Grades,A,2021-2022,4,Elephant
Class qw,T Grade,Year-Long Grades,A,2021-2022,4,Elephant
Class qw,T Grade,Year-Long Grades,A,2021-2022,4,Elephant
Class qw,T Grade,Year-Long Grades,A,2021-2022,4,Elephant
Class qw,T Grade,Year-Long Grades,A,2021-2022,4,Elephant
Class qw,T Grade,Year-Long Grades,A,2021-2022,4,Elephant
Class qw,T Grade,Year-Long Grades,A,2021-2022,4,Elephant
Class qw,T Grade,Year-Long Grades,A,2021-2022,4,Elephant
Class qw,T Grade,Year-Long Grades,A,2021-2022,4,Elephant
Class qw,T Grade,Year-Long Grades,A,2018-2019,4,Elephant
Class qw,T Grade,Year-Long Grades,A,2018-2019,4,Elephant
Class qw,T Grade,Year-Long Grades,A,2018-2019,4,Elephant
Class qw,T Grade,Year-Long Grades,A,2018-2019,4,Elephant
Class qw,T Grade,Year-Long Grades,A,2018-2019,4,Elephant
Class qw,T Grade,Year-Long Grades,A,2018-2019,4,Elephant
Class qw,X Grade,Year-Long Grades,A,2018-2019,4,Elephant
Class qw,T Grade,Year-Long Grades,A,2018-2019,4,Elephant
Class qw,T Grade,Year-Long Grades,A,2018-2019,4,Elephant
Class qw,T Grade,Year-Long Grades,A,2021-2022,4,Elephant
Class qw,T Grade,Year-Long Grades,A,2021-2022,4,Elephant
Class qw,T Grade,Year-Long Grades,A,2021-2022,4,Elephant
Class qw,T Grade,Year-Long Grades,A,2021-2022,4,Elephant
Class qw,T Grade,Year-Long Grades,A,2021-2022,4,Elephant
Class qw,T Grade,Year-Long Grades,A,2021-2022,4,Elephant
Class qw,T Grade,Year-Long Grades,A,2021-2022,4,Elephant
Class qw,T Grade,Year-Long Grades,A,2021-2022,4,Elephant
Class qw,T Grade,Year-Long Grades,A,2021-2022,4,Elephant
Class qw,T Grade,Year-Long Grades,A,2021-2022,4,Elephant
Class qw,T Grade,Year-Long Grades,A,2021-2022,4,Elephant
Class qw,T Grade,Year-Long Grades,A,2021-2022,4,Elephant
Class qw,T Grade,Year-Long Grades,A,2021-2022,4,Elephant
Class qw,T Grade,Year-Long Grades,A,2021-2022,4,Elephant
Class qw,T Grade,Year-Long Grades,A,2017-2018,4,Elephant
Class qw,T Grade,Year-Long Grades,A,2017-2018,4,Elephant
Class qw,T Grade,Year-Long Grades,A,2017-2018,4,Elephant
Class qw,X Grade,Year-Long Grades,A,2017-2018,4,Elephant
Class qw,T Grade,Year-Long Grades,A,2018-2019,4,Elephant
Class qw,T Grade,Year-Long Grades,A,2018-2019,4,Elephant
Class qw,T Grade,Year-Long Grades,A,2018-2019,4,Elephant
Class qw,T Grade,Year-Long Grades,A,2017-2018,4,Elephant
Class qw,T Grade,Year-Long Grades,A,2017-2018,4,Elephant
Class qw,T Grade,Year-Long Grades,A,2017-2018,4,Elephant
Class qw,T Grade,Year-Long Grades,A,2017-2018,4,Elephant
Class qw,T Grade,Year-Long Grades,A,2017-2018,4,Elephant
Class qw,T Grade,Year-Long Grades,A,2018-2019,4,Elephant
Class qw,T Grade,Year-Long Grades,A,2018-2019,4,Elephant
Class qw,T Grade,Year-Long Grades,A,2018-2019,4,Elephant
Class qw,T Grade,Year-Long Grades,A,2018-2019,4,Elephant
Class qw,T Grade,Year-Long Grades,A,2018-2019,4,Elephant
Class qw,T Grade,Year-Long Grades,A,2018-2019,4,Elephant
Class qw,T Grade,Year-Long Grades,A,2018-2019,4,Elephant
Class qw,T Grade,Year-Long Grades,A,2018-2019,4,Elephant
Class qw,T Grade,Year-Long Grades,A,2018-2019,4,Elephant
Class qw,T Grade,Year-Long Grades,A,2018-2019,4,Elephant
Class qw,T Grade,Year-Long Grades,A,2018-2019,4,Elephant
Class qw,T Grade,Year-Long Grades,A-,2017-2018,3.7,Elephant
Class qw,T Grade,Year-Long Grades,A-,2017-2018,3.7,Elephant
Class qw,T Grade,Year-Long Grades,A-,2017-2018,3.7,Elephant
Class qw,T Grade,Year-Long Grades,A-,2017-2018,3.7,Elephant
Class qw,T Grade,Year-Long Grades,A-,2021-2022,3.7,Elephant
Class qw,T Grade,Year-Long Grades,A-,2021-2022,3.7,Elephant
Class qw,T Grade,Year-Long Grades,A-,2021-2022,3.7,Elephant
Class qw,T Grade,Year-Long Grades,A-,2018-2019,3.7,Elephant
Class qw,T Grade,Year-Long Grades,A-,2018-2019,3.7,Elephant
Class qw,T Grade,Year-Long Grades,A-,2018-2019,3.7,Elephant
Class qw,T Grade,Year-Long Grades,A-,2018-2019,3.7,Elephant
Class qw,T Grade,Year-Long Grades,A-,2018-2019,3.7,Elephant
Class qw,T Grade,Year-Long Grades,A-,2018-2019,3.7,Elephant
Class qw,T Grade,Year-Long Grades,A-,2021-2022,3.7,Elephant
Class qw,T Grade,Year-Long Grades,A-,2021-2022,3.7,Elephant
Class qw,T Grade,Year-Long Grades,A-,2021-2022,3.7,Elephant
Class qw,T Grade,Year-Long Grades,A-,2021-2022,3.7,Elephant
Class qw,T Grade,Year-Long Grades,A-,2021-2022,3.7,Elephant
Class qw,T Grade,Year-Long Grades,A-,2021-2022,3.7,Elephant
Class qw,T Grade,Year-Long Grades,A-,2021-2022,3.7,Elephant
Class qw,T Grade,Year-Long Grades,A-,2021-2022,3.7,Elephant
Class qw,T Grade,Year-Long Grades,A-,2021-2022,3.7,Elephant
Class qw,T Grade,Year-Long Grades,A-,2021-2022,3.7,Elephant
Class qw,T Grade,Year-Long Grades,A-,2021-2022,3.7,Elephant
Class qw,T Grade,Year-Long Grades,A-,2021-2022,3.7,Elephant
Class qw,T Grade,Year-Long Grades,A-,2021-2022,3.7,Elephant
Class qw,T Grade,Year-Long Grades,A-,2021-2022,3.7,Elephant
Class qw,T Grade,Year-Long Grades,A-,2021-2022,3.7,Elephant
Class qw,T Grade,Year-Long Grades,A-,2017-2018,3.7,Elephant
Class qw,T Grade,Year-Long Grades,A-,2017-2018,3.7,Elephant
Class qw,T Grade,Year-Long Grades,A-,2017-2018,3.7,Elephant
Class qw,T Grade,Year-Long Grades,A-,2017-2018,3.7,Elephant
Class qw,T Grade,Year-Long Grades,A-,2017-2018,3.7,Elephant
Class qw,T Grade,Year-Long Grades,A-,2018-2019,3.7,Elephant
Class qw,T Grade,Year-Long Grades,A-,2018-2019,3.7,Elephant
Class qw,T Grade,Year-Long Grades,A-,2018-2019,3.7,Elephant
Class qw,T Grade,Year-Long Grades,A-,2018-2019,3.7,Elephant
Class qw,T Grade,Year-Long Grades,A-,2017-2018,3.7,Elephant
Class qw,T Grade,Year-Long Grades,A-,2017-2018,3.7,Elephant
Class qw,T Grade,Year-Long Grades,A-,2017-2018,3.7,Elephant
Class qw,T Grade,Year-Long Grades,A-,2017-2018,3.7,Elephant
Class qw,T Grade,Year-Long Grades,A-,2017-2018,3.7,Elephant
Class qw,T Grade,Year-Long Grades,A-,2017-2018,3.7,Elephant
Class qw,T Grade,Year-Long Grades,A-,2017-2018,3.7,Elephant
Class qw,T Grade,Year-Long Grades,A-,2017-2018,3.7,Elephant
Class qw,T Grade,Year-Long Grades,A-,2017-2018,3.7,Elephant
Class qw,T Grade,Year-Long Grades,A-,2017-2018,3.7,Elephant
Class qw,T Grade,Year-Long Grades,A-,2018-2019,3.7,Elephant
Class qw,T Grade,Year-Long Grades,A-,2018-2019,3.7,Elephant
Class qw,T Grade,Year-Long Grades,A-,2018-2019,3.7,Elephant
Class qw,T Grade,Year-Long Grades,A-,2018-2019,3.7,Elephant
Class qw,T Grade,Year-Long Grades,A-,2018-2019,3.7,Elephant
Class qw,T Grade,Year-Long Grades,A-,2018-2019,3.7,Elephant
Class qw,T Grade,Year-Long Grades,A-,2018-2019,3.7,Elephant
Class qw,T Grade,Year-Long Grades,B+,2017-2018,3.33,Elephant
Class qw,T Grade,Year-Long Grades,B+,2017-2018,3.33,Elephant
Class qw,T Grade,Year-Long Grades,B+,2017-2018,3.33,Elephant
Class qw,T Grade,Year-Long Grades,B+,2017-2018,3.33,Elephant
Class qw,T Grade,Year-Long Grades,B+,2021-2022,3.33,Elephant
Class qw,T Grade,Year-Long Grades,B+,2021-2022,3.33,Elephant
Class qw,T Grade,Year-Long Grades,B+,2021-2022,3.33,Elephant
Class qw,T Grade,Year-Long Grades,B+,2018-2019,3.33,Elephant
Class qw,T Grade,Year-Long Grades,B+,2018-2019,3.33,Elephant
Class qw,T Grade,Year-Long Grades,B+,2018-2019,3.33,Elephant
Class qw,T Grade,Year-Long Grades,B+,2018-2019,3.33,Elephant
Class qw,T Grade,Year-Long Grades,B+,2018-2019,3.33,Elephant
Class qw,T Grade,Year-Long Grades,B+,2021-2022,3.33,Elephant
Class qw,T Grade,Year-Long Grades,B+,2021-2022,3.33,Elephant
Class qw,T Grade,Year-Long Grades,B+,2021-2022,3.33,Elephant
Class qw,T Grade,Year-Long Grades,B+,2021-2022,3.33,Elephant
Class qw,T Grade,Year-Long Grades,B+,2021-2022,3.33,Elephant
Class qw,T Grade,Year-Long Grades,B+,2021-2022,3.33,Elephant
Class qw,T Grade,Year-Long Grades,B+,2021-2022,3.33,Elephant
Class qw,T Grade,Year-Long Grades,B+,2021-2022,3.33,Elephant
Class qw,T Grade,Year-Long Grades,B+,2021-2022,3.33,Elephant
Class qw,T Grade,Year-Long Grades,B+,2017-2018,3.33,Elephant
Class qw,T Grade,Year-Long Grades,B+,2017-2018,3.33,Elephant
Class qw,T Grade,Year-Long Grades,B+,2017-2018,3.33,Elephant
Class qw,T Grade,Year-Long Grades,B+,2017-2018,3.33,Elephant
Class qw,T Grade,Year-Long Grades,B+,2018-2019,3.33,Elephant
Class qw,T Grade,Year-Long Grades,B+,2018-2019,3.33,Elephant
Class qw,T Grade,Year-Long Grades,B+,2018-2019,3.33,Elephant
Class qw,T Grade,Year-Long Grades,B+,2018-2019,3.33,Elephant
Class qw,T Grade,Year-Long Grades,B+,2017-2018,3.33,Elephant
Class qw,T Grade,Year-Long Grades,B+,2017-2018,3.33,Elephant
Class qw,T Grade,Year-Long Grades,B+,2017-2018,3.33,Elephant
Class qw,T Grade,Year-Long Grades,B+,2017-2018,3.33,Elephant
Class qw,T Grade,Year-Long Grades,B+,2017-2018,3.33,Elephant
Class qw,T Grade,Year-Long Grades,B+,2018-2019,3.33,Elephant
Class qw,T Grade,Year-Long Grades,B+,2018-2019,3.33,Elephant
Class qw,T Grade,Year-Long Grades,B+,2018-2019,3.33,Elephant
Class qw,T Grade,Year-Long Grades,B+,2018-2019,3.33,Elephant
Class qw,T Grade,Year-Long Grades,B+,2018-2019,3.33,Elephant
Class qw,T Grade,Year-Long Grades,B,2017-2018,3,Elephant
Class qw,T Grade,Year-Long Grades,B,2017-2018,3,Elephant
Class qw,T Grade,Year-Long Grades,B,2017-2018,3,Elephant
Class qw,T Grade,Year-Long Grades,B,2017-2018,3,Elephant
Class qw,T Grade,Year-Long Grades,B,2017-2018,3,Elephant
Class qw,T Grade,Year-Long Grades,B,2021-2022,3,Elephant
Class qw,T Grade,Year-Long Grades,B,2021-2022,3,Elephant
Class qw,T Grade,Year-Long Grades,B,2021-2022,3,Elephant
Class qw,T Grade,Year-Long Grades,B,2018-2019,3,Elephant
Class qw,T Grade,Year-Long Grades,B,2018-2019,3,Elephant
Class qw,T Grade,Year-Long Grades,B,2018-2019,3,Elephant
Class qw,T Grade,Year-Long Grades,B,2018-2019,3,Elephant
Class qw,T Grade,Year-Long Grades,B,2018-2019,3,Elephant
Class qw,T Grade,Year-Long Grades,B,2018-2019,3,Elephant
Class qw,T Grade,Year-Long Grades,B,2018-2019,3,Elephant
Class qw,T Grade,Year-Long Grades,B,2021-2022,3,Elephant
Class qw,T Grade,Year-Long Grades,B,2021-2022,3,Elephant
Class qw,T Grade,Year-Long Grades,B,2021-2022,3,Elephant
Class qw,T Grade,Year-Long Grades,B,2021-2022,3,Elephant
Class qw,T Grade,Year-Long Grades,B,2021-2022,3,Elephant
Class qw,T Grade,Year-Long Grades,B,2021-2022,3,Elephant
Class qw,T Grade,Year-Long Grades,B,2021-2022,3,Elephant
Class qw,T Grade,Year-Long Grades,B,2021-2022,3,Elephant
Class qw,T Grade,Year-Long Grades,B,2021-2022,3,Elephant
Class qw,T Grade,Year-Long Grades,B,2021-2022,3,Elephant
Class qw,T Grade,Year-Long Grades,B,2017-2018,3,Elephant
Class qw,T Grade,Year-Long Grades,B,2017-2018,3,Elephant
Class qw,T Grade,Year-Long Grades,B,2017-2018,3,Elephant
Class qw,T Grade,Year-Long Grades,B,2017-2018,3,Elephant
Class qw,T Grade,Year-Long Grades,B,2017-2018,3,Elephant
Class qw,T Grade,Year-Long Grades,B,2017-2018,3,Elephant
Class qw,T Grade,Year-Long Grades,B-,2017-2018,2.7,Elephant
Class qw,T Grade,Year-Long Grades,B-,2017-2018,2.7,Elephant
Class qw,T Grade,Year-Long Grades,B-,2017-2018,2.7,Elephant
Class qw,T Grade,Year-Long Grades,B-,2017-2018,2.7,Elephant
Class qw,T Grade,Year-Long Grades,B-,2021-2022,2.7,Elephant
Class qw,T Grade,Year-Long Grades,B-,2021-2022,2.7,Elephant
Class qw,T Grade,Year-Long Grades,B-,2021-2022,2.7,Elephant
Class qw,T Grade,Year-Long Grades,B-,2018-2019,2.7,Elephant
Class qw,T Grade,Year-Long Grades,B-,2017-2018,2.7,Elephant
Class qw,T Grade,Year-Long Grades,B-,2018-2019,2.7,Elephant
Class qw,T Grade,Year-Long Grades,C+,2017-2018,2.33,Elephant
Class qw,T Grade,Year-Long Grades,C+,2018-2019,2.33,Elephant
Class qw,T Grade,Year-Long Grades,C+,2018-2019,2.33,Elephant
Class qw,T Grade,Year-Long Grades,C,2017-2018,2,Elephant
Class qw,T Grade,Year-Long Grades,C,2017-2018,2,Elephant
Class qw,T Grade,Year-Long Grades,C,2021-2022,2,Elephant
Class qw,T Grade,Year-Long Grades,C,2021-2022,2,Elephant
Class qw,T Grade,Year-Long Grades,C,2017-2018,2,Elephant
Class qw,T Grade,Year-Long Grades,C,2018-2019,2,Elephant
Class qw,T Grade,Fall Term Grades YL,B+,2018-2019,3.33,Elephant
Class r2,H Grade,Spring Term Grades,A,2021-2022,4,Starfish
Class r2,N Grade,Spring Term Grades,A,2021-2022,4,Starfish
Class r2,H Grade,Spring Term Grades,A,2021-2022,4,Starfish
Class r2,N Grade,Spring Term Grades,A,2021-2022,4,Starfish
Class r2,N Grade,Spring Term Grades,A,2021-2022,4,Starfish
Class r2,N Grade,Spring Term Grades,A,2021-2022,4,Starfish
Class r2,N Grade,Spring Term Grades,A,2021-2022,4,Starfish
Class r2,N Grade,Spring Term Grades,A,2021-2022,4,Starfish
Class r2,H Grade,Spring Term Grades,A,2021-2022,4,Starfish
Class r2,N Grade,Spring Term Grades,A,2021-2022,4,Starfish
Class r2,H Grade,Spring Term Grades,A-,2021-2022,3.7,Starfish
Class r2,H Grade,Spring Term Grades,A-,2021-2022,3.7,Starfish
Class r2,H Grade,Spring Term Grades,A-,2021-2022,3.7,Starfish
Class r2,N Grade,Spring Term Grades,A-,2021-2022,3.7,Starfish
Class r2,H Grade,Spring Term Grades,B+,2021-2022,3.33,Starfish
Class ra,X Grade,Spring Term Grades,A,2017-2018,4,Elephant
Class ra,X Grade,Spring Term Grades,A,2017-2018,4,Elephant
Class ra,X Grade,Spring Term Grades,A,2017-2018,4,Elephant
Class ra,X Grade,Spring Term Grades,A,2017-2018,4,Elephant
Class ra,X Grade,Spring Term Grades,A,2017-2018,4,Elephant
Class ra,X Grade,Spring Term Grades,A-,2017-2018,3.7,Elephant
Class ra,X Grade,Spring Term Grades,A-,2017-2018,3.7,Elephant
Class ra,X Grade,Spring Term Grades,B+,2017-2018,3.33,Elephant
Class ra,X Grade,Spring Term Grades,B+,2017-2018,3.33,Elephant
Class ra,X Grade,Spring Term Grades,B+,2017-2018,3.33,Elephant
Class ra,H Grade,Spring Term Grades,B,2017-2018,3,Elephant
Class ra,X Grade,Spring Term Grades,B,2017-2018,3,Elephant
Class ra,X Grade,Spring Term Grades,C,2017-2018,2,Elephant
Class ra,H Grade,Spring Term Grades,C,2017-2018,2,Elephant
Class rf,H Grade,Fall Term Grade,A,2021-2022,4,Elephant
Class rf,H Grade,Fall Term Grade,A,2021-2022,4,Elephant
Class rf,X Grade,Fall Term Grade,A,2021-2022,4,Elephant
Class rf,H Grade,Fall Term Grade,A,2021-2022,4,Elephant
Class rf,H Grade,Fall Term Grade,A,2021-2022,4,Elephant
Class rf,H Grade,Fall Term Grade,A,2021-2022,4,Elephant
Class rf,H Grade,Fall Term Grade,A,2021-2022,4,Elephant
Class rf,N Grade,Fall Term Grade,A-,2021-2022,3.7,Elephant
Class rf,X Grade,Fall Term Grade,A-,2021-2022,3.7,Elephant
Class rf,X Grade,Fall Term Grade,A-,2021-2022,3.7,Elephant
Class rf,X Grade,Fall Term Grade,A-,2021-2022,3.7,Elephant
Class rf,X Grade,Fall Term Grade,A-,2021-2022,3.7,Elephant
Class rf,X Grade,Fall Term Grade,A-,2021-2022,3.7,Elephant
Class rf,H Grade,Fall Term Grade,B+,2021-2022,3.33,Elephant
Class rf,X Grade,Fall Term Grade,B+,2021-2022,3.33,Elephant
Class rf,X Grade,Fall Term Grade,B+,2021-2022,3.33,Elephant
Class rf,X Grade,Fall Term Grade,B+,2021-2022,3.33,Elephant
Class ro,H Grade,Spring Term Grades,A,2017-2018,4,Starfish
Class ro,H Grade,Spring Term Grades,A,2017-2018,4,Starfish
Class ro,H Grade,Spring Term Grades,A,2017-2018,4,Starfish
Class ro,H Grade,Spring Term Grades,A,2017-2018,4,Starfish
Class ro,N Grade,Spring Term Grades,A,2017-2018,4,Starfish
Class ro,N Grade,Spring Term Grades,A,2017-2018,4,Starfish
Class ro,H Grade,Spring Term Grades,A,2017-2018,4,Starfish
Class ro,N Grade,Spring Term Grades,A,2017-2018,4,Starfish
Class ro,N Grade,Spring Term Grades,A,2017-2018,4,Starfish
Class ro,N Grade,Spring Term Grades,A,2017-2018,4,Starfish
Class ro,N Grade,Spring Term Grades,A,2017-2018,4,Starfish
Class ro,H Grade,Spring Term Grades,A,2017-2018,4,Starfish
Class ro,N Grade,Spring Term Grades,A,2017-2018,4,Starfish
Class ro,N Grade,Spring Term Grades,A,2018-2019,4,Starfish
Class ro,H Grade,Spring Term Grades,A,2018-2019,4,Starfish
Class ro,H Grade,Spring Term Grades,A,2018-2019,4,Starfish
Class ro,N Grade,Spring Term Grades,A,2018-2019,4,Starfish
Class ro,X Grade,Spring Term Grades,A,2018-2019,4,Starfish
Class ro,N Grade,Spring Term Grades,A,2018-2019,4,Starfish
Class ro,N Grade,Spring Term Grades,A-,2017-2018,3.7,Starfish
Class ro,N Grade,Spring Term Grades,A-,2017-2018,3.7,Starfish
Class ro,N Grade,Spring Term Grades,A-,2017-2018,3.7,Starfish
Class ro,N Grade,Spring Term Grades,A-,2017-2018,3.7,Starfish
Class ro,H Grade,Spring Term Grades,A-,2017-2018,3.7,Starfish
Class ro,N Grade,Spring Term Grades,A-,2017-2018,3.7,Starfish
Class ro,H Grade,Spring Term Grades,A-,2017-2018,3.7,Starfish
Class ro,N Grade,Spring Term Grades,A-,2017-2018,3.7,Starfish
Class ro,N Grade,Spring Term Grades,A-,2017-2018,3.7,Starfish
Class ro,H Grade,Spring Term Grades,A-,2017-2018,3.7,Starfish
Class ro,N Grade,Spring Term Grades,A-,2017-2018,3.7,Starfish
Class ro,H Grade,Spring Term Grades,A-,2018-2019,3.7,Starfish
Class ro,N Grade,Spring Term Grades,A-,2018-2019,3.7,Starfish
Class ro,N Grade,Spring Term Grades,A-,2018-2019,3.7,Starfish
Class ro,N Grade,Spring Term Grades,B+,2017-2018,3.33,Starfish
Class ro,N Grade,Spring Term Grades,B+,2017-2018,3.33,Starfish
Class ro,N Grade,Spring Term Grades,B+,2017-2018,3.33,Starfish
Class ro,H Grade,Spring Term Grades,B+,2017-2018,3.33,Starfish
Class ro,H Grade,Spring Term Grades,B+,2018-2019,3.33,Starfish
Class ro,H Grade,Spring Term Grades,B+,2018-2019,3.33,Starfish
Class ro,N Grade,Spring Term Grades,B,2017-2018,3,Starfish
Class ro,H Grade,Spring Term Grades,B,2017-2018,3,Starfish
Class ro,N Grade,Spring Term Grades,B-,2018-2019,2.7,Starfish
Class ro,H Grade,Spring Term Grades,B-,2018-2019,2.7,Starfish
Class ro,H Grade,Spring Term Grades,B-,2018-2019,2.7,Starfish
Class ro,N Grade,Spring Term Grades,C+,2018-2019,2.33,Starfish
Class rw,H Grade,Fall Term Grade,A,2017-2018,4,Starfish
Class rw,H Grade,Fall Term Grade,A,2017-2018,4,Starfish
Class rw,N Grade,Fall Term Grade,A,2017-2018,4,Starfish
Class rw,H Grade,Fall Term Grade,A,2017-2018,4,Starfish
Class rw,N Grade,Fall Term Grade,A,2017-2018,4,Starfish
Class rw,N Grade,Fall Term Grade,A,2017-2018,4,Starfish
Class rw,H Grade,Fall Term Grade,A,2017-2018,4,Starfish
Class rw,H Grade,Fall Term Grade,A,2017-2018,4,Starfish
Class rw,N Grade,Fall Term Grade,A,2017-2018,4,Starfish
Class rw,H Grade,Fall Term Grade,A,2017-2018,4,Starfish
Class rw,H Grade,Fall Term Grade,A,2017-2018,4,Starfish
Class rw,N Grade,Fall Term Grade,A-,2017-2018,3.7,Starfish
Class rw,H Grade,Fall Term Grade,A-,2017-2018,3.7,Starfish
Class rw,H Grade,Fall Term Grade,A-,2017-2018,3.7,Starfish
Class rw,N Grade,Fall Term Grade,B+,2017-2018,3.33,Starfish
Class rw,N Grade,Fall Term Grade,B+,2017-2018,3.33,Starfish
Class rw,H Grade,Fall Term Grade,D,2017-2018,1,Starfish
Class rw,N Grade,Spring Term Grades,A,2021-2022,4,Starfish
Class rw,N Grade,Spring Term Grades,A,2021-2022,4,Starfish
Class rw,N Grade,Spring Term Grades,A,2021-2022,4,Starfish
Class rw,N Grade,Spring Term Grades,A,2021-2022,4,Starfish
Class rw,N Grade,Spring Term Grades,A,2021-2022,4,Starfish
Class rw,H Grade,Spring Term Grades,A,2021-2022,4,Starfish
Class rw,H Grade,Spring Term Grades,A,2021-2022,4,Starfish
Class rw,H Grade,Spring Term Grades,A,2021-2022,4,Starfish
Class rw,N Grade,Spring Term Grades,A,2021-2022,4,Starfish
Class rw,N Grade,Spring Term Grades,A,2021-2022,4,Starfish
Class rw,H Grade,Spring Term Grades,A,2021-2022,4,Starfish
Class rw,N Grade,Spring Term Grades,A,2021-2022,4,Starfish
